"STATION","DATE","PRCP","TAVG"
"SPE00120530","1996","19.87","61.0"
"SPE00120530","1997","21.17","62.4"
"SPE00120530","1998","15.64","61.7"
"SPE00120530","1999","15.72","61.6"
"SPE00120530","2000","18.30","61.5"
"SPE00120530","2001","18.37","61.8"
"SPE00120530","2002",,"61.5"
"SPE00120530","2003","25.72","62.0"
"SPE00120530","2004","20.91","60.9"
"SPE00120530","2005","25.01","60.0"
"SPE00120530","2006","19.42","62.0"
"SPE00120530","2007","11.15","61.6"
"SPE00120530","2008","22.98","59.1"
"SPE00120530","2009",,
"SPE00120530","2010","16.36","58.0"
"SPE00120530","2011","23.35","62.9"
"SPE00120530","2012","15.18","61.9"
"SPE00120530","2013","19.51","61.7"
"SPE00120530","2014","19.94","62.7"
"SPE00120530","2015","13.43","63.0"
"SPE00120530","2016","16.02",
"SPE00120530","2017","9.82","62.6"
"SPE00120530","2018","27.88","63.1"
"SPE00120530","2019","13.44","62.4"
"SPE00120530","2020","19.70","62.6"
"SPE00120530","2021","14.36","62.2"
"SPE00120530","2022","18.21","64.0"
"SPE00120530","2023","10.21",
"SPE00120494","1931",,"52.2"
"SPE00120494","1932",,"50.4"
"SPE00120494","1933",,"51.2"
"SPE00120494","1934",,"51.3"
"SPE00120494","1935",,
"SPE00120494","1938",,"53.0"
"SPE00120494","1939",,"51.6"
"SPE00120494","1940",,"52.5"
"SPE00120494","1946",,
"SPE00120494","1947",,"54.6"
"SPE00120494","1950",,
"SPE00120494","1951","26.65",
"SPE00120494","1952","21.00",
"SPE00120494","1953","15.75",
"SPE00120494","1954","15.83",
"SPE00120494","1955","23.05",
"SPE00120494","1956","20.95",
"SPE00120494","1957","15.50",
"SPE00120494","1960","25.97",
"SPE00120494","1961","14.86",
"SPE00120494","1962","17.02","53.3"
"SPE00120494","1963","27.00","52.8"
"SPE00120494","1964","16.98","54.2"
"SPE00120494","1965","17.09","53.4"
"SPE00120494","1966","26.85","53.5"
"SPE00120494","1967","14.61",
"SPE00120494","1968","13.07","54.0"
"SPE00120494","1969","19.54","51.8"
"SPE00120494","1970","14.21","53.2"
"SPE00120494","1971","13.68","51.7"
"SPE00120494","1972","21.40","50.8"
"SPE00120494","1973","16.36","52.2"
"SPE00120494","1974","15.09","51.8"
"SPE00120494","1975","18.00","52.3"
"SPE00120494","1976","23.35","52.3"
"SPE00120494","1977","23.30","52.8"
"SPE00120494","1978","22.00","52.5"
"SPE00120494","1979","17.67","53.2"
"SPE00120494","1980","18.33","52.5"
"SPE00120494","1981","16.69","53.7"
"SPE00120494","1982","14.61","53.6"
"SPE00120494","1983","12.38","54.0"
"SPE00120494","1984","19.97","52.0"
"SPE00120494","1985","13.72","54.2"
"SPE00120494","1986",,
"SPE00120413","1957","62.02",
"SPE00120413","1958","86.55",
"SPE00120413","1959","108.80",
"SPE00120413","1960","112.28",
"SPE00120413","1961","95.36","57.7"
"SPE00120413","1962","80.78","56.1"
"SPE00120413","1963","82.95","55.3"
"SPE00120413","1964","56.33","56.4"
"SPE00120413","1965","74.50",
"SPE00120413","1966","86.82","56.0"
"SPE00120413","1967","58.86","55.8"
"SPE00120413","1968","75.50","55.9"
"SPE00120413","1969","97.80","55.2"
"SPE00120413","1970","64.75","55.3"
"SPE00120413","1971","56.85","55.0"
"SPE00120413","1972","78.81","54.0"
"SPE00120413","1973","67.29","55.7"
"SPE00120413","1974","94.96","54.8"
"SPE00120413","1975","72.85","55.5"
"SPE00120413","1976","86.41","55.7"
"SPE00120413","1977","98.19","55.3"
"SPE00120413","1978","86.41","55.9"
"SPE00120413","1979","91.19","55.9"
"SPE00120413","1980","63.08","56.0"
"SPE00120413","1981","77.80","57.2"
"SPE00120413","1982","74.20","56.5"
"SPE00120413","1983","74.30","56.7"
"SPE00120413","1984","94.56","56.1"
"SPE00120413","1985","87.44","56.6"
"SPE00120413","1986","69.50","55.7"
"SPE00120413","1987","78.79","57.8"
"SPE00120413","1988","63.08","57.0"
"SPE00120413","1989","62.50","59.2"
"SPE00120413","1990","59.04","58.2"
"SPE00120413","1991","67.63",
"SPE00120413","1992","51.57","56.3"
"SPE00120413","1993","67.57","56.2"
"SPE00120413","1994","77.24","56.6"
"SPE00120413","1995","85.91","58.7"
"SPE00120413","1996","76.38","56.7"
"SPE00120413","1997","79.36","59.3"
"SPE00120413","1998","60.69","57.9"
"SPE00120413","1999","67.33","57.1"
"SPE00120413","2000","96.47","56.9"
"SPE00120413","2001","86.65","57.3"
"SPE00120413","2002","78.78","57.6"
"SPE00120413","2003","74.67","58.4"
"SPE00120413","2004","49.97","57.6"
"SPE00120413","2005","43.19","57.0"
"SPE00120413","2006","73.20","57.5"
"SPE00120413","2007","40.85","56.4"
"SPE00120413","2008","60.52","56.0"
"SPE00120413","2009","64.07","57.5"
"SPE00120413","2010","65.34","58.2"
"SPE00120413","2011","55.84","59.4"
"SPE00120413","2012","57.16","56.9"
"SPE00120413","2013","66.77","58.3"
"SPE00120413","2014","85.67","59.0"
"SPE00120413","2015","51.32","59.2"
"SPE00120413","2016","73.41","58.5"
"SPE00120413","2017","42.59","59.2"
"SPE00120413","2018","63.92","57.9"
"SPE00120413","2019","73.48","57.6"
"SPE00120413","2020","62.47","59.1"
"SPE00120413","2021","59.82","57.9"
"SPE00120413","2022","68.68","59.6"
"SPE00120413","2023","92.50",
"SPE00120377","1952","30.22",
"SPE00120377","1953","17.96",
"SPE00120377","1954","20.81",
"SPE00120377","1955","37.88",
"SPE00120377","1956","25.03",
"SPE00120377","1957","19.86",
"SPE00120377","1958","26.94",
"SPE00120377","1959","39.51",
"SPE00120377","1960","48.07",
"SPE00120377","1961","30.30",
"SPE00120377","1962","26.63","57.7"
"SPE00120377","1963","44.61","56.8"
"SPE00120377","1964","25.26","56.3"
"SPE00120377","1965","27.85",
"SPE00120377","1966","41.06","57.3"
"SPE00120377","1967","10.81","56.7"
"SPE00120377","1968","28.21",
"SPE00119837","1985","10.95","50.5"
"SPE00119837","1986","14.84","50.0"
"SPE00119837","1987","21.29","51.1"
"SPE00119837","1988","16.02","50.1"
"SPE00119837","1989","26.73","52.1"
"SPE00119837","1990","14.12","51.7"
"SPE00119837","1991","13.65","50.2"
"SPE00119837","1992","12.34","50.3"
"SPE00119837","1993","14.42","48.8"
"SPE00119837","1994","12.42","51.2"
"SPE00119837","1995","13.72","52.4"
"SPE00119837","1996","21.48","50.5"
"SPE00119837","1997","25.31","53.3"
"SPE00119837","1998","16.01","52.3"
"SPE00119837","1999","11.32","51.7"
"SPE00119837","2000","18.21","52.2"
"SPE00119837","2001","15.74","52.5"
"SPE00119837","2002","17.73","52.8"
"SPE00119837","2003","20.08","53.6"
"SPE00119837","2004","15.02","52.6"
"SPE00119837","2005","14.63","52.8"
"SPE00119837","2006","16.89","54.1"
"SPE00119837","2007","16.63","52.1"
"SPE00119837","2008","20.52","52.1"
"SPE00119837","2009","9.56","54.0"
"SPE00119837","2010","15.83","52.3"
"SPE00119837","2011","14.04","54.4"
"SPE00119837","2012","13.40","52.2"
"SPE00119837","2013","13.76","51.6"
"SPE00119837","2014","15.89","53.9"
"SPE00119837","2015","10.31","54.6"
"SPE00119837","2016","19.48","53.7"
"SPE00119837","2017","13.70","55.1"
"SPE00119837","2018","20.06","53.2"
"SPE00119837","2019","11.01","54.4"
"SPE00119837","2020","16.94","54.9"
"SPE00119837","2021","15.00","53.7"
"SPE00119837","2022","17.34","55.9"
"SPE00119837","2023",,
"SPE00156063","2009","22.65","62.1"
"SPE00156063","2010","24.85","59.9"
"SPE00156063","2011","20.09","62.3"
"SPE00156063","2012","15.64","61.2"
"SPE00156063","2013","23.80","60.8"
"SPE00156063","2014","24.77","61.9"
"SPE00156063","2015","11.38","62.3"
"SPE00156063","2016","15.32","62.1"
"SPE00156063","2017","18.10","61.8"
"SPE00156063","2018","42.23","61.7"
"SPE00156063","2020","29.01","61.9"
"SPE00156063","2021","15.27","61.6"
"SPE00156063","2022","13.48","63.9"
"SPE00156063","2023",,
"SPE00120539","1993","12.18","50.7"
"SPE00120539","1994","11.29","53.7"
"SPE00120539","1995","10.41","53.5"
"SPE00120539","1996","19.15","51.9"
"SPE00120539","1997","16.09","53.4"
"SPE00120539","1998","11.59","52.5"
"SPE00120539","1999","17.10","52.2"
"SPE00120539","2000","14.56","52.7"
"SPE00120539","2001","8.01",
"SPE00120539","2002","18.72","54.6"
"SPE00120539","2003",,
